Age,Race,Gender,Num_Prior_Offenses,Months_Since_Last_Offense,Reoffend
44,White,Female,9,18,1
43,White,Female,2,21,0
18,Asian,Female,9,51,1
64,Hispanic,Male,7,58,1
47,Hispanic,Female,1,1,1
25,Asian,Male,7,32,1
63,White,Male,3,6,0
60,White,Male,10,7,1
44,Hispanic,Female,2,24,0
22,White,Female,5,34,0
25,Asian,Female,1,29,0
24,White,Male,5,7,1
60,White,Male,2,43,0
48,Asian,Female,8,11,1
31,Asian,Male,7,22,0
24,Asian,Male,1,60,0
37,Asian,Female,3,31,0
45,Black,Female,9,28,1
39,Other,Female,10,5,1
49,Black,Female,2,2,0
42,White,Female,6,45,0
22,Asian,Male,4,26,1
56,Black,Female,6,18,0
55,White,Female,6,3,0
51,Asian,Male,6,24,0
37,Asian,Female,7,10,1
18,White,Male,4,36,1
64,Hispanic,Female,5,33,0
65,White,Male,8,31,1
16,Asian,Female,2,40,0
27,White,Male,5,49,0
19,Black,Female,1,56,0
45,Black,Male,8,35,1
47,Black,Male,6,39,1
53,Asian,Female,7,47,1
28,Hispanic,Male,5,50,1
25,Black,Male,5,18,1
36,White,Female,1,46,0
54,Black,Male,1,7,0
61,Hispanic,Female,4,22,1
49,White,Male,10,55,0
33,White,Female,4,33,0
45,Black,Male,1,33,0
18,White,Female,7,53,0
65,Black,Female,9,47,1
23,White,Male,5,21,0
35,Other,Female,2,16,0
43,Hispanic,Male,9,51,1
40,White,Female,6,5,1
54,Hispanic,Male,2,56,0
32,White,Female,7,53,1
53,White,Female,9,17,1
41,Hispanic,Female,4,60,0
39,White,Female,1,45,0
35,Asian,Male,4,9,1
27,Black,Male,10,7,1
38,White,Female,1,44,0
22,White,Male,6,35,0
16,White,Male,8,7,1
27,White,Female,6,57,1
59,White,Female,6,30,1
26,Black,Female,7,6,1
20,White,Male,8,26,0
61,White,Male,8,26,1
23,White,Male,1,2,0
36,Asian,Female,6,9,1
59,Hispanic,Male,5,33,1
21,Other,Male,2,33,0
38,White,Female,5,40,0
47,Black,Female,3,51,0
57,Other,Female,6,55,0
38,White,Male,6,8,0
22,Hispanic,Female,5,13,1
17,White,Male,6,14,0
57,Black,Female,5,37,1
64,White,Female,3,31,0
26,Asian,Female,2,45,0
63,Other,Female,5,9,0
47,Black,Male,6,11,0
29,Hispanic,Female,1,8,0
33,Hispanic,Male,2,2,0
57,Asian,Male,2,17,0
23,White,Male,8,21,0
38,White,Male,5,4,0
37,Asian,Female,3,26,0
49,White,Female,7,1,1
63,Black,Female,5,38,1
48,Asian,Female,6,2,0
60,White,Female,3,43,0
52,Black,Female,3,60,0
33,Hispanic,Female,7,38,1
38,Asian,Male,6,35,0
25,Hispanic,Female,3,46,1
23,Asian,Female,8,28,1
35,White,Male,10,33,1
56,Black,Female,8,40,1
42,Black,Female,2,55,0
38,Black,Female,7,34,0
53,Hispanic,Male,3,34,0
38,Hispanic,Female,4,48,0
32,White,Female,9,13,1
53,White,Female,2,14,1
37,Asian,Female,10,2,1
50,Asian,Male,8,14,1
19,Hispanic,Male,2,59,0
65,White,Male,2,59,0
35,Hispanic,Male,2,31,0
35,White,Male,5,60,0
60,Asian,Female,1,8,0
47,Asian,Female,7,21,1
37,Asian,Male,9,58,1
20,Black,Female,7,10,1
46,Black,Male,4,22,0
21,Hispanic,Female,9,55,1
44,Black,Female,5,31,0
28,White,Male,3,52,0
53,White,Male,1,33,0
29,White,Female,4,36,0
64,Asian,Male,1,38,0
38,Asian,Male,3,33,0
33,White,Male,10,44,1
27,White,Male,1,21,0
40,Black,Female,10,29,1
62,White,Female,6,22,1
22,Black,Male,8,35,1
37,Black,Female,3,8,0
39,Black,Female,10,28,1
35,White,Male,1,24,0
20,White,Female,10,35,1
61,Asian,Female,3,40,0
61,Asian,Female,9,7,0
55,Hispanic,Male,2,38,0
55,Asian,Male,4,52,0
54,Hispanic,Male,5,52,0
19,Hispanic,Male,9,7,0
61,Hispanic,Male,10,10,1
60,Black,Male,8,36,1
52,Hispanic,Male,4,36,1
38,Asian,Male,5,53,0
31,Black,Female,3,33,1
61,White,Female,3,13,0
64,Black,Male,9,8,1
23,Asian,Male,6,30,0
17,Asian,Female,1,60,0
21,White,Male,5,25,1
60,White,Male,9,5,1
42,Black,Female,9,16,0
36,White,Male,6,29,0
31,White,Male,7,29,1
32,Hispanic,Male,4,43,0
65,Hispanic,Male,6,44,1
39,White,Male,6,7,0
21,White,Male,10,39,1
35,White,Female,6,9,1
18,Hispanic,Male,10,41,1
59,Other,Female,5,37,0
43,Black,Female,10,4,1
56,White,Female,7,30,0
53,White,Male,9,13,1
53,Black,Female,9,58,0
17,Black,Male,4,15,1
27,White,Male,7,56,1
60,Asian,Female,1,23,0
37,White,Male,1,23,0
36,Asian,Female,3,15,0
19,White,Female,10,42,1
24,Asian,Female,6,38,0
53,Asian,Male,9,31,0
19,White,Female,3,46,0
18,White,Male,5,33,1
40,Black,Male,7,60,1
35,White,Female,2,56,0
58,Black,Female,1,6,1
23,Asian,Female,6,3,1
65,Hispanic,Female,9,43,0
58,Black,Male,8,38,1
34,White,Female,2,19,1
61,White,Female,6,15,0
41,White,Male,1,44,0
30,White,Female,9,16,1
44,Other,Male,7,2,1
59,Other,Male,10,53,1
27,Black,Female,7,57,1
24,Hispanic,Male,4,8,1
60,Hispanic,Male,3,38,0
51,White,Female,1,43,0
35,White,Male,4,14,1
28,Hispanic,Male,6,37,0
26,White,Male,2,13,1
38,White,Female,7,28,0
60,Black,Male,2,11,0
46,White,Male,2,60,0
42,White,Female,8,19,1
33,White,Female,7,41,0
40,Black,Female,10,47,1
25,Black,Male,9,29,1
58,Black,Female,4,13,1
45,Black,Male,7,30,1
37,White,Female,3,15,0
55,Hispanic,Female,6,25,0
44,White,Female,6,58,1
65,White,Female,2,44,0
18,Hispanic,Female,8,52,1
32,White,Male,2,55,0
44,White,Female,5,51,0
28,White,Female,1,27,0
46,Asian,Female,9,30,1
19,Asian,Female,3,49,0
25,Hispanic,Female,4,57,0
26,White,Male,1,7,0
41,Hispanic,Female,6,45,0
17,White,Female,9,28,0
24,Other,Female,2,45,1
28,Hispanic,Male,9,51,1
58,Hispanic,Female,2,3,0
52,White,Female,10,13,1
39,White,Female,7,7,1
21,White,Male,4,2,1
62,White,Female,1,40,0
48,Asian,Female,4,45,0
51,Black,Female,2,33,0
30,Hispanic,Male,4,32,0
30,White,Male,10,14,1
27,White,Male,2,57,0
50,White,Female,8,23,1
40,Hispanic,Female,6,47,0
60,Black,Male,6,56,0
37,Hispanic,Male,6,28,0
64,White,Male,4,50,0
38,White,Male,9,60,1
47,Asian,Female,9,17,0
21,Black,Female,4,57,1
21,Asian,Male,1,7,0
44,Hispanic,Female,6,50,0
49,White,Male,8,16,1
61,White,Female,9,30,1
56,Hispanic,Female,7,25,1
16,Black,Female,4,33,1
21,Asian,Male,3,3,0
20,Other,Female,3,44,0
40,White,Female,2,17,0
45,White,Female,3,22,0
26,Other,Female,6,35,0
31,White,Female,1,19,0
38,Hispanic,Female,10,1,1
28,Black,Female,5,11,0
27,Black,Male,1,59,0
65,White,Female,3,41,1
27,White,Female,5,40,0
31,Asian,Female,5,20,0
21,Asian,Male,7,48,0
62,White,Female,2,36,0
47,Asian,Female,5,42,0
46,Hispanic,Male,6,39,0
33,White,Female,9,2,0
17,Black,Female,5,21,1
20,Hispanic,Female,2,8,0
29,White,Male,8,11,1
36,White,Male,7,47,1
19,Asian,Male,3,37,0
25,Hispanic,Female,4,12,0
42,Asian,Male,5,40,0
53,White,Female,2,48,0
61,Black,Female,2,50,0
46,White,Female,3,16,0
18,White,Female,6,23,0
48,White,Female,2,40,1
17,White,Female,8,42,1
28,Asian,Male,3,5,0
17,Black,Female,9,28,1
24,White,Male,6,19,0
29,Black,Female,9,55,0
49,White,Female,7,39,1
24,White,Male,9,42,1
46,Asian,Female,5,36,1
64,White,Female,4,3,1
33,White,Female,9,59,0
54,White,Female,5,20,1
47,White,Female,5,6,1
62,Black,Female,9,5,1
32,Other,Female,5,43,1
44,Other,Male,3,1,0
32,White,Female,2,11,1
57,Asian,Male,2,15,1
18,White,Female,6,21,1
51,Asian,Male,3,3,0
18,Other,Female,4,19,1
30,Black,Male,6,48,1
52,Asian,Female,6,53,1
48,Black,Female,2,59,0
36,White,Female,7,1,1
30,White,Male,1,20,0
40,Black,Male,2,15,0
39,Black,Female,7,42,0
27,Black,Male,5,23,0
57,Asian,Male,2,56,0
35,Black,Female,10,37,1
27,White,Female,8,14,1
28,Asian,Female,1,40,0
24,White,Female,4,58,0
60,White,Male,2,53,0
58,Black,Male,5,30,0
25,White,Female,4,21,1
39,White,Female,5,51,0
44,White,Female,6,41,1
24,Hispanic,Male,10,7,1
16,Black,Male,6,6,1
31,White,Female,2,26,1
60,White,Male,5,12,1
30,Black,Female,9,8,1
51,White,Female,7,43,0
60,Black,Female,7,39,1
25,Black,Female,1,31,0
39,White,Female,1,55,0
37,White,Male,8,41,0
62,Black,Female,3,7,1
45,Black,Male,7,41,0
39,Black,Female,5,46,0
32,White,Female,1,49,0
62,White,Female,2,8,1
22,Black,Male,5,36,0
61,Hispanic,Female,4,33,1
46,Hispanic,Female,9,22,1
44,Black,Male,8,10,1
42,Asian,Male,2,33,0
55,Black,Female,10,41,1
25,Asian,Female,9,45,0
30,Black,Male,8,1,1
28,Black,Female,10,52,0
21,Asian,Male,4,42,1
17,Hispanic,Female,6,14,1
46,White,Male,1,10,0
47,Other,Female,10,39,1
18,Black,Male,10,51,1
46,White,Female,7,48,0
39,Black,Male,3,57,0
41,Other,Male,9,31,1
47,White,Male,6,41,0
44,Asian,Female,1,38,0
54,Hispanic,Female,9,12,1
64,Black,Male,1,2,0
60,Black,Male,9,53,0
33,Hispanic,Female,10,19,1
26,White,Male,9,32,1
29,White,Male,8,23,1
59,Other,Male,4,8,1
33,Other,Female,5,36,1
40,White,Male,10,38,1
21,Black,Male,8,26,1
47,Black,Male,7,50,1
37,White,Male,3,45,0
39,White,Female,3,21,0
49,White,Male,9,11,1
58,White,Female,2,45,1
43,White,Male,6,7,1
30,White,Male,10,58,1
32,Hispanic,Male,1,30,0
16,White,Female,4,45,1
63,Asian,Female,10,15,1
57,Asian,Male,4,25,1
24,Other,Female,7,11,1
49,White,Female,9,23,1
44,Black,Female,9,45,1
51,White,Female,8,8,1
22,White,Female,1,1,0
22,Asian,Male,2,44,0
50,Hispanic,Female,3,27,0
26,Other,Female,3,47,0
42,Other,Female,1,25,0
47,White,Male,9,45,1
63,Black,Male,5,34,0
53,Other,Female,5,10,0
61,Asian,Male,1,50,0
49,White,Female,9,52,1
48,White,Male,1,6,0
45,Black,Male,6,33,1
55,White,Female,4,2,1
48,Hispanic,Male,2,25,0
57,Black,Female,10,46,1
23,Black,Female,6,44,1
18,White,Male,7,12,0
38,Black,Male,7,29,0
56,Black,Female,10,43,1
32,Black,Female,6,39,0
51,White,Male,7,23,0
52,Black,Female,6,18,1
54,Black,Male,5,45,0
41,White,Male,2,27,0
60,White,Male,1,10,0
52,White,Female,1,48,0
44,Black,Male,2,10,0
50,Other,Male,3,44,0
45,Hispanic,Female,3,30,0
61,Black,Male,8,18,1
47,Other,Female,5,30,0
58,White,Female,3,47,0
58,White,Female,8,20,1
18,Hispanic,Female,1,57,0
30,Black,Male,10,43,1
49,White,Male,1,55,0
49,Black,Female,10,23,1
34,White,Female,9,34,1
57,Black,Female,3,2,1
21,White,Female,5,52,0
35,White,Female,9,54,0
39,White,Male,9,43,0
23,Black,Female,10,45,1
58,Asian,Female,6,25,1
18,Asian,Female,7,21,0
55,White,Female,5,4,1
61,White,Male,6,22,1
21,White,Female,7,4,1
37,Asian,Female,6,18,0
26,Other,Female,10,20,1
58,Asian,Male,4,21,1
50,Asian,Female,9,46,1
31,White,Female,3,3,0
64,Black,Female,5,54,0
25,White,Female,7,9,1
19,Asian,Female,8,58,0
36,White,Female,5,7,1
20,Black,Male,3,33,1
45,Black,Male,10,23,1
50,Asian,Female,1,25,0
59,Asian,Female,8,35,0
46,White,Female,1,5,0
17,Black,Male,3,6,1
56,Hispanic,Female,7,36,1
41,White,Female,10,39,1
25,White,Female,10,53,1
47,Hispanic,Male,8,26,0
40,White,Female,4,14,1
34,Black,Female,6,31,0
56,White,Male,10,59,0
47,Hispanic,Male,5,46,1
35,White,Female,10,39,0
56,White,Male,7,11,0
35,Black,Male,8,4,1
61,White,Male,6,3,0
17,Black,Male,1,34,0
37,Other,Male,10,11,1
55,White,Female,4,15,0
43,White,Male,3,44,0
38,Black,Male,6,14,1
41,White,Male,3,57,0
34,Hispanic,Male,5,27,1
58,White,Female,9,35,0
48,Hispanic,Male,9,51,1
64,White,Male,2,53,0
58,White,Male,3,28,0
65,White,Male,9,1,1
59,White,Male,6,38,0
38,White,Female,3,39,1
33,White,Male,9,13,1
29,White,Female,9,34,1
46,White,Male,3,24,0
35,White,Male,2,33,0
35,White,Female,6,13,1
51,Hispanic,Male,4,52,1
57,Asian,Male,6,15,0
55,White,Male,6,23,1
55,White,Male,3,28,1
56,White,Female,4,22,1
49,Asian,Male,8,49,1
21,Asian,Female,6,14,1
57,White,Male,9,21,1
56,Asian,Male,3,51,0
41,White,Female,6,21,0
32,White,Male,6,40,1
44,Black,Female,3,59,0
56,White,Female,3,9,0
24,White,Male,2,42,0
29,Hispanic,Male,5,50,1
51,Asian,Female,1,7,0
49,Asian,Female,2,54,0
30,White,Female,2,34,0
55,Black,Female,9,18,1
44,White,Male,10,28,1
32,Hispanic,Female,4,57,1
16,Black,Male,4,33,0
58,Black,Female,1,56,0
35,White,Female,1,52,0
41,Black,Female,8,55,0
46,White,Female,1,59,0
61,Asian,Female,1,49,0
47,Hispanic,Male,3,21,0
50,Asian,Male,2,20,1
44,White,Male,10,7,1
45,Hispanic,Male,9,40,1
28,Hispanic,Female,3,1,1
43,Other,Male,9,31,0
48,White,Male,1,15,0
32,White,Female,7,11,1
49,Black,Male,6,44,1
49,White,Male,4,26,1
45,White,Female,7,5,1
54,Asian,Male,10,3,0
34,White,Female,2,47,0
34,Black,Male,2,42,0
23,Asian,Female,4,11,1
51,Asian,Female,6,49,1
43,Other,Male,10,26,1
41,White,Male,2,5,0
18,White,Male,4,40,1
45,Hispanic,Female,7,39,1
61,White,Male,3,51,1
18,Asian,Male,10,39,1
33,White,Female,10,31,0
38,Hispanic,Male,9,40,1
30,Black,Male,3,25,0
23,Hispanic,Female,7,10,1
38,Asian,Female,9,25,1
65,White,Male,6,36,0
21,White,Female,5,10,1
24,White,Female,8,56,0
60,Black,Male,9,36,1
60,Black,Male,8,40,1
64,White,Male,6,18,1
20,Black,Male,10,43,1
57,White,Male,3,39,1
46,Hispanic,Male,9,40,1
44,Asian,Female,10,1,1
58,White,Male,7,23,1
63,White,Male,3,32,0
57,Asian,Female,4,16,0
32,Black,Male,6,47,0
48,Asian,Female,6,48,0
39,Hispanic,Male,4,5,0
39,White,Female,9,47,0
24,White,Male,9,44,1
38,Black,Male,9,45,1
37,White,Female,4,3,0
16,Other,Female,9,10,0
62,Black,Female,6,48,1
37,Black,Male,5,35,1
49,White,Male,4,56,0
21,Hispanic,Female,1,5,0
43,White,Female,9,25,0
47,Asian,Female,8,13,1
42,White,Male,7,51,0
41,White,Female,5,52,1
47,Asian,Female,9,36,1
57,Hispanic,Male,10,20,1
46,White,Female,7,5,1
16,White,Female,3,1,1
38,White,Female,3,48,1
36,White,Male,6,18,1
41,Black,Female,8,33,0
51,Black,Male,4,24,1
21,White,Female,10,49,0
56,White,Female,5,50,0
38,Black,Female,3,17,0
41,White,Male,7,40,1
49,Hispanic,Female,2,34,0
40,Hispanic,Female,5,3,1
27,Black,Male,7,60,1
37,White,Female,10,36,1
29,Asian,Male,1,42,0
22,Black,Male,7,59,1
56,Black,Male,3,7,0
44,Asian,Male,3,32,0
22,White,Female,4,29,0
30,Black,Female,2,44,0
25,Hispanic,Male,2,58,0
41,White,Male,1,27,1
56,White,Male,1,15,0
47,Black,Male,3,45,0
22,White,Male,1,11,0
52,White,Male,10,18,1
31,White,Male,5,60,0
52,Black,Male,7,13,1
61,White,Male,6,49,0
41,Black,Female,10,5,1
36,Hispanic,Male,4,6,0
65,White,Female,10,46,1
56,White,Male,3,14,0
53,White,Female,1,9,0
54,White,Female,2,57,0
44,Hispanic,Female,6,3,1
16,Asian,Female,9,41,1
45,White,Male,2,21,1
26,White,Female,7,40,1
62,Other,Male,10,53,0
61,White,Female,6,57,0
59,White,Female,5,47,0
32,Black,Male,1,2,1
58,Other,Female,2,35,0
36,Black,Male,5,59,0
43,Hispanic,Male,5,15,0
62,Asian,Female,1,49,1
42,Black,Male,6,2,1
21,White,Female,3,26,0
52,White,Female,2,26,0
64,Asian,Female,5,10,0
29,Asian,Male,10,6,1
48,Hispanic,Male,4,3,0
42,White,Male,9,58,0
47,White,Female,4,9,1
55,Hispanic,Male,2,21,0
16,White,Male,10,32,1
60,Asian,Male,8,60,0
47,Hispanic,Female,7,44,1
31,Black,Male,7,18,1
57,White,Male,4,50,0
47,Hispanic,Male,7,14,0
35,Other,Male,2,3,1
58,Asian,Female,10,49,1
19,White,Male,3,2,1
37,Black,Female,7,51,1
22,White,Female,8,59,0
54,White,Female,8,11,1
19,Black,Male,1,7,0
23,Hispanic,Female,1,47,0
36,Black,Male,9,59,0
60,Hispanic,Male,7,21,1
56,Black,Female,7,53,0
62,White,Female,3,16,1
18,White,Female,10,22,0
57,White,Female,7,53,1
36,Asian,Male,7,12,1
51,Black,Female,4,55,0
36,White,Male,7,22,1
59,Hispanic,Female,6,45,0
35,Black,Female,4,18,1
30,Black,Female,6,56,1
42,White,Male,1,24,0
16,Hispanic,Male,1,48,0
42,White,Male,8,42,1
44,Asian,Male,5,8,0
26,White,Female,5,8,0
22,Black,Male,10,20,1
55,Asian,Male,9,35,0
58,Hispanic,Male,6,30,1
41,White,Female,1,40,0
22,Asian,Female,4,16,0
33,Black,Male,3,30,0
61,Black,Female,1,47,0
64,White,Female,3,22,0
24,Asian,Male,9,28,0
51,Hispanic,Female,4,14,1
62,Black,Female,9,28,1
24,White,Female,5,22,0
50,Hispanic,Female,1,35,1
64,Asian,Female,8,10,1
21,White,Male,2,5,0
44,Black,Male,8,4,1
30,Asian,Male,3,50,0
33,Black,Female,5,21,0
31,White,Male,8,43,0
27,Black,Male,7,58,1
24,Hispanic,Male,10,47,1
19,Asian,Female,8,10,1
45,Asian,Male,8,26,1
28,Black,Male,2,15,1
47,White,Female,10,36,0
30,White,Female,8,49,1
38,Black,Female,6,28,1
33,White,Male,3,39,0
22,Black,Male,10,59,1
65,Other,Male,9,57,0
47,Black,Female,6,49,0
45,Black,Female,6,46,0
31,Black,Female,4,48,1
25,Black,Male,3,18,0
19,White,Female,5,2,1
34,Asian,Female,1,35,0
55,Black,Female,3,30,1
37,White,Male,5,44,0
20,White,Female,3,29,0
20,Black,Female,1,44,0
50,Asian,Male,5,31,1
39,White,Female,8,17,1
32,Asian,Male,7,59,0
41,Hispanic,Male,5,38,0
16,White,Male,2,49,0
61,Asian,Female,9,8,1
37,Asian,Male,4,12,0
37,Asian,Female,6,6,1
20,White,Female,6,51,1
50,White,Male,7,58,0
48,Asian,Female,3,36,0
49,White,Male,4,3,0
32,Black,Female,3,5,0
24,Black,Female,3,9,0
52,Black,Male,8,7,1
44,Black,Female,9,55,1
40,White,Female,7,14,1
38,White,Female,6,26,1
61,Black,Male,9,54,1
24,White,Female,8,60,0
49,Black,Female,8,9,1
17,Black,Female,7,11,1
29,Asian,Female,4,37,0
65,White,Female,3,31,0
24,Asian,Female,9,10,1
20,Other,Female,8,17,1
36,White,Male,8,3,1
60,Hispanic,Male,8,2,1
46,White,Male,9,2,1
34,White,Female,7,17,1
53,Black,Male,5,54,0
20,Other,Male,3,23,0
65,Hispanic,Female,2,57,0
64,Black,Female,10,18,1
20,White,Female,5,57,1
49,White,Male,6,34,0
48,Asian,Female,7,18,0
36,White,Female,8,47,1
41,Black,Female,10,16,1
57,White,Male,7,2,1
48,Asian,Male,6,29,1
51,Black,Female,5,44,0
21,Asian,Male,2,38,0
36,White,Female,2,4,0
55,Black,Male,10,36,1
51,White,Male,5,26,0
28,Asian,Male,8,8,1
52,Black,Female,9,14,1
57,White,Female,10,7,1
24,White,Male,9,24,1
63,Hispanic,Female,1,43,0
51,White,Female,10,9,1
47,Black,Female,7,28,0
61,White,Female,3,6,1
25,Other,Female,10,36,1
50,White,Female,4,18,0
46,White,Female,10,16,1
55,White,Male,5,55,0
28,Other,Male,10,55,1
65,White,Female,8,45,1
60,Hispanic,Female,7,8,0
55,White,Female,5,39,1
36,White,Male,9,21,1
39,Hispanic,Female,4,18,1
54,Black,Male,8,30,0
44,White,Male,2,46,0
37,Asian,Female,5,20,1
54,Asian,Female,10,25,0
38,Asian,Male,1,40,0
47,White,Female,10,54,1
20,Hispanic,Female,2,16,0
19,White,Male,6,58,1
26,Asian,Male,3,36,0
19,Black,Female,7,6,0
26,Black,Male,4,8,1
29,Black,Male,2,2,0
48,Asian,Female,8,51,1
56,Hispanic,Female,6,15,1
30,Asian,Male,10,47,1
27,Other,Female,4,1,0
35,Hispanic,Male,3,33,1
31,Hispanic,Male,9,15,1
17,Hispanic,Male,4,59,0
57,White,Female,3,3,0
53,Asian,Female,6,48,0
22,Black,Female,1,47,0
59,Hispanic,Female,1,38,0
29,White,Male,10,44,1
26,Asian,Female,1,20,0
28,Black,Male,9,36,1
18,White,Male,7,18,1
18,Asian,Female,6,22,0
34,Hispanic,Male,10,59,1
53,Asian,Male,1,52,0
62,Asian,Male,5,29,0
32,White,Female,2,55,0
19,Black,Female,9,22,1
36,Asian,Male,3,11,1
32,Asian,Male,5,26,1
32,Hispanic,Female,3,25,1
17,White,Female,6,4,1
19,White,Female,9,53,1
27,Hispanic,Female,10,2,1
58,Black,Male,9,32,1
18,White,Female,3,60,0
22,White,Male,5,13,1
55,Asian,Female,5,6,0
30,White,Female,3,53,0
17,Black,Male,9,51,1
52,Black,Female,1,17,0
25,White,Female,4,28,0
33,Black,Female,6,25,0
20,Black,Female,10,10,1
41,Asian,Female,2,30,1
54,Hispanic,Male,10,14,1
32,Black,Female,7,38,0
51,Hispanic,Female,10,46,1
44,White,Female,2,4,0
34,White,Female,5,34,0
31,White,Female,5,40,1
46,White,Male,8,14,1
38,Black,Female,4,47,1
51,Other,Female,5,54,1
16,White,Female,9,2,1
35,White,Male,6,16,1
16,White,Male,10,44,1
31,White,Female,10,27,1
41,White,Female,10,13,1
48,White,Male,2,31,0
56,White,Male,9,57,1
26,Black,Male,8,1,1
65,White,Male,8,6,1
37,White,Female,3,41,0
56,White,Male,4,58,0
21,Asian,Female,8,43,1
42,Asian,Female,5,10,0
65,Other,Male,3,17,0
48,Hispanic,Female,9,31,1
35,Hispanic,Male,4,5,0
49,White,Male,1,31,1
57,Hispanic,Male,8,3,1
52,White,Male,1,60,0
41,Asian,Male,6,3,0
65,Black,Female,6,50,0
61,Black,Female,4,14,0
33,Hispanic,Male,10,31,1
40,White,Male,3,23,1
38,Hispanic,Female,1,57,0
21,Black,Male,3,50,0
54,White,Male,4,33,1
23,Black,Male,6,59,0
26,Other,Male,6,45,1
50,White,Male,4,52,0
20,White,Male,3,35,0
52,White,Female,2,56,0
60,Asian,Female,10,3,0
47,White,Female,9,34,0
16,Black,Male,7,56,1
48,Black,Female,10,30,0
60,White,Female,4,48,0
62,White,Female,6,43,1
61,Black,Female,5,60,0
17,Black,Female,8,22,1
24,White,Female,4,47,1
45,Hispanic,Female,10,45,1
53,Black,Male,2,24,0
44,White,Female,9,2,1
30,Asian,Female,2,17,0
25,White,Female,2,59,0
29,Black,Female,6,6,1
57,Asian,Female,5,44,0
65,White,Male,6,33,1
56,Black,Female,4,29,0
60,Black,Female,4,33,0
45,White,Male,8,1,1
54,White,Male,2,30,0
60,White,Female,2,13,0
37,White,Male,5,56,1
51,White,Female,4,58,0
65,White,Female,4,10,0
16,White,Male,2,16,0
44,Asian,Male,4,23,0
18,Black,Female,3,60,1
65,White,Female,5,8,0
38,Black,Female,7,8,1
52,White,Male,8,50,1
62,Black,Male,9,32,0
18,White,Female,7,33,1
45,White,Female,5,10,1
55,White,Male,5,13,0
59,Hispanic,Male,9,25,1
57,Asian,Female,7,24,1
64,White,Female,9,8,0
60,Hispanic,Male,4,23,1
40,Asian,Female,3,56,0
47,Other,Female,10,5,1
27,White,Male,7,44,1
17,Black,Male,4,10,1
20,Asian,Male,6,6,1
59,White,Female,6,4,1
65,Black,Male,8,8,1
37,Asian,Female,8,30,1
26,Hispanic,Male,3,13,1
25,White,Female,4,29,0
64,White,Female,2,37,0
26,White,Male,2,22,0
33,Black,Female,3,6,1
26,White,Male,7,19,1
51,Hispanic,Female,5,5,1
56,Black,Female,2,9,1
56,White,Female,1,19,0
19,Asian,Female,10,3,1
65,White,Male,8,59,1
61,Hispanic,Male,9,59,1
45,White,Female,9,53,0
16,Black,Male,8,1,1
51,White,Female,7,39,1
52,White,Female,4,58,0
18,White,Male,9,53,0
27,Other,Female,9,47,1
25,Asian,Male,4,30,0
41,Hispanic,Male,4,35,0
30,Asian,Female,6,37,0
24,White,Male,7,43,1
26,Black,Female,1,37,0
60,White,Male,8,42,1
62,White,Male,10,49,1
23,White,Female,5,26,0
64,Asian,Male,4,24,0
39,White,Male,5,24,1
24,White,Male,6,37,0
46,White,Male,1,42,0
24,Asian,Female,9,18,1
38,Hispanic,Female,5,15,1
32,White,Male,1,49,0
26,White,Male,8,25,1
30,Black,Male,6,28,0
30,Asian,Female,9,42,1
25,Black,Male,6,39,1
62,Asian,Male,5,21,1
56,Hispanic,Female,4,5,1
22,Black,Male,7,37,1
24,Asian,Female,5,52,0
16,Asian,Female,2,50,0
48,White,Female,10,11,1
61,Black,Male,6,29,1
58,White,Female,3,60,0
60,White,Male,2,58,0
44,Hispanic,Male,5,19,0
50,Hispanic,Female,3,26,0
36,White,Female,5,8,1
39,Hispanic,Female,9,15,1
20,Asian,Male,6,43,0
63,White,Female,6,54,0
57,White,Female,5,3,1
36,White,Male,3,9,0
27,Hispanic,Female,2,56,0
16,Black,Female,1,7,0
25,Black,Female,2,60,0
37,Black,Female,10,11,1
57,White,Male,1,53,0
42,White,Male,10,43,1
56,Asian,Male,2,42,0
43,White,Male,4,33,0
28,Asian,Female,3,13,0
60,Hispanic,Male,9,1,0
34,White,Female,6,6,1
19,White,Male,5,29,1
49,White,Male,3,45,0
58,Hispanic,Female,5,12,0
47,White,Female,1,25,1
42,Black,Female,7,19,1
34,Black,Female,3,47,0
52,Other,Male,5,7,1
22,White,Female,7,34,0
36,Other,Male,9,1,1
42,Asian,Male,4,55,1
30,Hispanic,Female,5,60,0
52,Black,Male,7,29,1
32,Asian,Female,4,3,1
28,White,Male,7,35,0
29,Black,Male,6,36,1
50,White,Male,7,11,1
38,White,Female,7,40,0
53,Hispanic,Female,3,22,1
45,White,Male,8,7,1
23,White,Female,6,12,1
57,Black,Female,5,18,1
61,Other,Female,10,32,1
24,Black,Female,7,7,1
35,White,Female,8,3,1
38,Black,Male,8,37,1
22,Asian,Female,10,8,1
42,Asian,Female,8,55,0
54,Black,Male,9,14,1
56,White,Female,2,8,0
29,Black,Female,6,14,1
51,Hispanic,Female,4,2,1
57,White,Male,7,29,1
47,Black,Male,5,1,0
40,White,Female,10,41,1
49,White,Male,3,8,0
53,White,Male,1,40,0
38,White,Male,8,3,1
23,Hispanic,Male,3,54,1
56,Other,Male,3,41,0
49,Hispanic,Male,6,13,0
57,Other,Female,6,51,0
52,White,Female,9,4,1
44,Other,Female,6,19,1
55,White,Male,4,23,0
21,White,Male,4,11,1
62,White,Female,1,7,0
37,Black,Male,6,24,0
23,Hispanic,Male,3,30,0
