Age,Race,Gender,Num_Prior_Offenses,Months_Since_Last_Offense,Reoffend
53,Black,0,2,55,0
57,Other,1,2,53,0
47,Asian,0,7,38,0
54,Asian,0,5,25,0
60,Hispanic,0,0,47,0
61,White,0,2,52,0
51,White,0,3,29,0
55,Black,1,1,34,0
52,Black,1,5,16,0
48,Hispanic,1,9,37,0
51,Black,1,0,30,0
18,Black,0,0,23,0
24,Black,1,7,60,0
23,White,0,3,36,0
48,Black,0,0,28,0
21,Hispanic,1,6,1,0
56,White,1,8,8,0
54,Black,0,9,53,0
19,Black,0,6,42,1
28,White,0,0,15,0
64,White,1,0,34,0
17,Other,0,0,19,0
20,White,0,7,44,1
59,White,0,6,30,0
42,White,0,2,10,0
47,Asian,1,2,44,0
36,Black,1,2,58,0
23,Black,0,1,53,0
53,White,1,3,27,0
23,Hispanic,0,6,20,0
65,White,1,8,25,0
18,White,1,2,9,0
59,Black,1,9,40,0
18,White,1,6,34,0
37,Hispanic,0,3,21,0
21,Hispanic,0,0,24,0
17,White,0,4,56,0
38,Hispanic,1,7,7,0
59,Asian,1,2,4,0
17,Hispanic,0,9,51,0
53,White,1,3,8,0
32,Black,1,2,56,0
50,White,0,9,13,0
49,Hispanic,1,7,58,1
38,White,0,9,21,1
45,Black,1,7,35,0
23,White,0,3,5,0
37,White,1,10,52,0
59,Black,1,1,8,0
51,Hispanic,1,2,2,0
20,Black,1,2,59,0
28,Hispanic,1,3,24,0
44,White,0,10,42,1
46,Black,1,1,54,0
62,Black,0,1,16,0
31,White,0,2,4,0
57,Black,0,0,59,0
45,Asian,1,7,30,0
31,Black,0,5,46,1
27,Asian,1,2,30,0
32,Black,1,0,35,0
31,White,1,2,42,0
27,White,0,0,13,0
23,Black,1,2,37,1
35,White,1,3,54,0
18,White,1,5,49,0
31,Black,0,6,49,0
45,Black,0,6,11,0
60,White,0,8,58,0
38,Asian,0,7,19,0
43,Black,1,3,18,0
55,White,0,5,60,0
20,Asian,1,10,17,0
35,Black,0,0,11,0
55,Black,1,7,15,0
59,Black,0,5,8,0
16,White,0,1,44,1
45,Asian,0,7,29,0
36,White,1,3,17,1
35,Hispanic,1,8,26,1
21,Hispanic,0,3,56,1
37,Black,0,0,5,0
33,White,0,6,4,1
23,White,0,9,56,0
54,White,0,4,24,0
47,Black,0,9,11,0
48,White,1,10,30,0
31,Black,1,4,40,0
27,White,1,3,48,0
53,Other,1,5,48,0
49,White,1,0,35,0
29,Hispanic,1,2,44,0
51,Hispanic,0,10,56,1
48,Black,0,6,45,0
38,Asian,0,10,33,0
65,Black,0,7,36,0
60,Black,0,8,21,0
17,White,1,0,38,0
56,White,1,3,5,0
36,Black,1,1,5,0
17,Black,1,1,21,0
42,Black,1,0,25,0
24,White,0,4,10,1
16,White,1,1,58,0
26,White,1,3,19,0
18,White,1,8,32,1
38,White,0,10,18,0
41,White,0,2,58,0
19,White,0,7,34,1
33,Hispanic,0,9,48,1
21,White,0,5,15,0
50,Asian,0,9,24,0
37,White,1,4,5,0
58,Hispanic,1,1,53,0
30,Black,1,10,54,1
37,White,0,2,32,0
52,Black,0,7,9,0
57,White,0,8,55,0
27,Black,0,10,5,1
62,White,1,10,5,0
64,Other,0,6,58,0
57,Black,0,0,41,0
53,White,0,5,41,0
33,Asian,0,6,34,0
60,White,0,5,7,0
50,Hispanic,1,9,26,0
45,Black,0,10,1,0
39,Asian,0,1,52,0
57,White,1,8,34,1
45,Hispanic,0,2,26,0
29,Asian,0,5,57,0
21,White,1,5,32,1
18,White,1,7,12,1
31,White,1,3,6,0
22,Other,1,5,20,0
29,White,1,0,19,0
24,Black,1,8,16,1
30,White,1,8,4,0
36,White,1,6,32,1
50,Black,1,10,18,0
17,Other,1,0,5,0
42,Black,0,2,57,0
17,Hispanic,1,4,54,0
50,Black,1,3,50,0
33,White,1,4,6,0
29,White,1,6,57,0
35,Black,1,8,14,1
33,Other,0,0,52,0
25,Hispanic,0,4,49,0
40,White,0,2,18,0
17,White,1,2,53,0
40,White,1,10,10,0
48,Hispanic,0,1,23,0
51,Hispanic,1,5,56,0
46,Asian,1,5,51,0
29,White,0,2,57,0
16,Black,1,0,18,0
61,Black,1,6,4,0
31,White,1,1,52,0
61,Black,1,7,32,0
18,White,1,2,47,0
50,White,1,0,6,0
56,Hispanic,1,9,26,0
21,Asian,0,8,6,0
40,Black,0,4,35,1
28,Black,1,0,41,0
49,White,1,9,43,0
23,Asian,0,10,5,0
36,Asian,0,5,14,0
49,Asian,0,9,2,1
19,Asian,0,2,54,0
40,White,0,10,51,0
30,White,0,3,40,0
19,Black,0,7,13,1
60,White,1,4,51,0
27,Asian,0,5,5,1
47,White,0,9,47,0
47,White,0,3,36,0
43,White,1,5,36,0
28,Other,1,2,50,0
46,White,1,9,56,0
29,Black,0,0,19,0
35,Black,0,5,20,0
33,White,0,0,22,0
44,Black,1,9,31,1
21,Asian,1,2,41,0
47,Black,1,7,47,0
44,Hispanic,1,6,44,0
58,White,1,7,4,0
17,White,1,9,3,1
38,Hispanic,0,9,37,0
34,White,1,1,25,0
46,Black,1,9,49,1
20,Asian,1,6,37,0
34,White,1,3,59,0
49,Asian,0,0,4,0
25,White,0,10,53,1
40,White,1,2,39,0
17,White,0,4,7,1
26,Hispanic,0,9,7,1
65,White,0,7,49,0
46,Asian,0,1,25,0
30,Hispanic,0,1,15,0
24,Black,0,7,7,0
38,Black,0,8,47,0
34,Black,1,9,52,1
24,White,0,0,4,0
50,Black,1,1,34,0
36,Black,0,3,54,0
24,Other,0,2,45,0
43,Hispanic,0,0,44,0
61,Hispanic,1,3,42,0
22,Hispanic,0,10,19,0
31,Black,1,10,47,1
31,Asian,0,1,49,0
48,Hispanic,0,9,53,0
19,White,1,4,38,0
19,Other,0,0,27,0
54,Black,0,7,5,0
55,Black,0,9,53,0
32,Asian,1,1,60,0
52,Other,0,10,58,0
54,White,0,2,13,0
44,Asian,0,2,59,0
51,Black,1,3,46,0
53,White,0,6,56,0
54,Asian,1,8,14,0
65,Black,0,2,30,0
52,Asian,0,0,47,0
50,White,1,10,48,0
22,Black,1,9,10,1
42,Black,1,0,32,1
43,Black,1,10,1,1
37,White,1,5,24,1
29,Other,0,4,29,0
22,Black,0,9,43,1
52,Asian,1,6,7,0
37,Black,0,6,31,0
20,White,0,2,17,0
17,Black,1,6,30,1
42,Black,1,8,25,0
36,Black,1,7,28,0
53,Black,0,2,36,0
30,Black,1,9,7,0
36,White,0,4,35,0
25,Black,1,7,56,0
38,White,1,1,20,0
54,White,1,6,14,0
20,Hispanic,1,10,50,1
16,Black,0,9,50,1
28,Asian,0,9,56,1
36,Black,0,6,30,1
41,Hispanic,1,10,56,0
65,Black,0,7,1,1
60,Asian,0,0,38,0
36,White,0,7,41,0
33,Other,1,0,25,0
52,Hispanic,0,2,34,0
60,Hispanic,1,8,8,0
47,White,1,3,56,0
51,White,0,9,20,1
32,White,0,8,30,0
50,White,1,0,4,0
64,Hispanic,1,7,21,0
26,White,1,2,27,0
36,White,0,10,10,1
41,White,1,6,23,0
19,White,1,1,33,0
49,White,1,6,11,0
63,Asian,0,6,41,0
33,Black,1,8,19,0
55,White,1,1,11,0
50,Black,1,7,4,0
56,Black,1,4,23,0
44,White,1,9,5,1
44,Asian,0,8,53,0
53,Asian,0,7,49,0
57,Asian,1,2,50,0
36,Asian,1,2,5,0
57,White,1,10,18,0
28,Other,1,9,17,1
64,Hispanic,1,7,58,0
56,Hispanic,1,8,3,0
32,White,0,1,43,0
24,Hispanic,1,2,49,0
56,Hispanic,1,7,58,0
16,Hispanic,0,1,8,0
17,White,0,7,56,1
63,Asian,0,4,40,0
44,Other,0,5,23,0
48,Asian,1,9,23,0
25,Black,0,3,2,0
65,Hispanic,0,2,57,0
55,Black,0,7,39,0
36,Black,1,8,21,1
43,Black,1,7,52,0
26,Hispanic,1,8,24,1
49,White,0,0,53,0
23,Black,1,4,38,1
37,Asian,0,6,20,0
23,Asian,0,7,50,0
64,Black,0,10,60,1
30,Hispanic,0,1,39,0
32,Hispanic,1,10,60,0
38,White,1,3,50,0
39,Black,1,6,27,0
60,White,1,4,44,0
34,White,0,0,39,0
20,Black,0,1,7,0
47,Hispanic,0,4,33,0
59,Hispanic,0,5,29,0
16,White,0,0,10,0
38,White,1,2,10,0
52,Black,1,5,12,1
23,Black,0,5,3,1
28,White,0,6,3,0
23,Hispanic,1,9,13,0
38,Hispanic,1,2,45,0
58,Black,0,0,31,0
16,Hispanic,1,6,27,0
60,White,1,10,6,0
39,Asian,0,2,27,0
50,Black,0,4,35,0
39,White,1,3,60,0
32,Hispanic,1,0,47,1
20,Black,0,6,9,0
35,Asian,1,3,53,0
36,White,1,0,6,0
55,White,1,10,6,0
46,White,0,5,40,0
61,Black,1,3,26,0
51,Asian,1,3,43,0
26,White,0,1,19,0
30,Asian,0,0,16,0
34,Asian,1,2,41,0
22,Asian,0,9,23,1
43,Black,0,4,11,0
58,Hispanic,1,8,16,0
20,Black,0,6,29,0
20,Black,1,3,38,0
45,White,1,7,59,0
47,White,0,3,49,0
23,White,1,5,48,0
25,Black,1,0,20,0
53,White,1,5,21,0
62,White,1,9,28,0
47,Asian,1,4,50,0
63,White,0,1,33,0
43,White,0,0,50,0
32,White,1,5,40,0
46,Asian,1,10,26,0
23,White,0,1,54,1
55,Black,1,8,10,0
40,Black,1,8,34,0
24,Asian,1,0,9,0
17,Black,0,4,56,0
30,Hispanic,1,7,36,0
65,White,0,3,11,0
18,White,1,2,10,0
64,White,1,4,46,0
51,White,0,4,7,0
19,White,0,7,51,0
29,White,1,5,38,1
56,Black,1,1,16,0
56,Asian,1,10,51,0
40,White,0,0,26,0
65,Asian,1,2,32,0
25,White,0,1,31,0
36,White,1,3,51,0
51,Black,1,2,32,0
27,White,1,8,45,0
42,White,1,4,12,0
55,Black,1,3,27,0
17,Hispanic,1,9,57,1
28,Asian,1,8,22,0
47,White,0,3,15,0
46,Hispanic,1,5,8,0
31,Asian,1,9,4,1
47,Black,1,0,52,0
47,Hispanic,1,1,8,0
49,Black,0,3,23,0
26,White,0,8,53,0
25,Black,1,5,16,0
30,Black,1,5,48,0
32,Black,0,10,34,0
55,Black,0,8,22,0
33,Hispanic,0,3,49,0
24,Hispanic,1,2,23,0
40,Hispanic,0,6,57,0
55,Hispanic,0,6,5,0
29,Hispanic,1,8,37,1
40,White,1,5,44,0
65,White,1,1,7,0
37,Black,0,5,37,0
45,Hispanic,0,7,26,0
35,Black,0,5,60,0
36,Asian,0,8,28,0
59,White,1,3,4,0
47,White,0,2,49,0
61,Asian,1,10,32,0
64,White,0,4,38,0
36,White,0,2,46,0
50,White,0,10,9,0
47,White,1,1,36,0
45,Asian,0,1,26,0
54,White,1,3,11,0
64,Black,1,2,20,0
27,White,1,8,53,0
56,Hispanic,1,6,48,0
62,White,0,5,48,0
33,Black,0,9,48,1
36,Asian,1,7,38,0
28,White,1,8,15,0
36,Hispanic,0,2,35,0
23,Black,0,9,9,0
61,Black,1,6,33,1
55,White,0,8,11,0
61,Hispanic,0,0,22,0
22,Asian,0,9,6,1
38,White,1,8,56,0
59,White,1,6,37,0
47,Hispanic,1,9,57,0
26,Asian,1,3,57,0
37,Asian,1,10,60,0
37,Black,0,5,50,0
58,Asian,0,10,21,0
40,White,0,10,12,1
37,White,1,5,7,0
43,Black,0,5,2,1
44,Other,1,1,39,0
28,White,1,4,41,0
33,Black,1,6,24,0
17,Asian,1,5,26,1
44,Black,1,2,25,0
36,Hispanic,1,10,20,1
30,Asian,0,4,40,0
42,White,1,7,41,0
65,Other,0,10,42,0
46,Asian,1,4,44,1
30,Hispanic,0,9,2,0
38,Asian,1,2,42,0
39,Hispanic,1,8,35,0
59,White,0,10,33,0
28,White,1,2,17,0
37,Hispanic,1,1,58,0
58,White,0,5,22,0
52,White,0,7,1,0
48,Asian,1,5,37,0
18,Hispanic,0,0,30,0
34,White,0,7,46,0
38,Hispanic,1,0,6,0
44,Asian,0,8,41,0
45,Black,1,7,54,0
54,Hispanic,0,5,14,0
59,Black,1,1,36,0
62,White,1,8,33,0
40,White,1,7,38,0
52,Black,0,3,39,0
62,Black,1,1,53,0
23,Hispanic,0,5,6,0
57,Asian,1,0,26,0
31,Black,1,6,24,0
23,Asian,1,0,33,0
16,White,0,5,8,1
59,White,1,4,44,0
20,Hispanic,1,9,43,0
18,White,0,2,34,0
16,White,1,5,34,0
19,Asian,1,3,24,0
55,Black,0,5,2,0
50,Hispanic,0,3,8,0
47,White,0,0,53,1
57,White,1,4,25,0
49,White,0,7,57,0
58,Black,1,5,30,0
40,White,1,9,32,0
25,Black,0,8,56,0
36,Hispanic,0,3,30,0
61,Hispanic,1,9,57,0
54,White,0,8,7,0
42,Black,0,7,48,1
42,Black,1,2,24,0
17,Hispanic,0,5,54,1
56,Other,0,3,9,0
63,White,0,0,16,0
28,Asian,1,8,2,0
24,White,0,3,35,0
51,White,0,10,34,0
37,White,1,4,22,0
57,Black,1,2,19,0
41,Black,1,3,59,0
27,White,1,8,49,0
32,Asian,0,6,52,1
29,White,1,7,21,0
29,Black,1,2,12,0
49,White,0,2,11,0
35,White,1,6,52,0
26,Black,1,7,54,0
31,White,0,4,19,0
46,Black,1,0,58,0
21,White,1,2,6,0
34,Black,0,4,42,1
52,White,0,2,14,0
19,Asian,0,0,33,0
62,Asian,0,6,47,0
19,White,0,0,38,0
35,Black,0,9,13,0
25,White,0,5,56,0
39,Black,0,5,26,0
50,White,0,6,14,0
41,Black,0,10,45,0
52,Black,0,0,24,0
53,Hispanic,0,10,48,0
36,Black,1,2,1,0
55,Black,0,8,46,0
54,Black,0,1,45,0
36,Hispanic,0,4,55,0
25,Asian,0,2,30,0
53,White,0,4,10,0
61,Hispanic,1,6,10,0
19,Black,1,0,28,1
60,Hispanic,1,2,4,0
35,Hispanic,1,10,14,1
32,White,0,5,12,1
22,Asian,1,6,54,0
19,White,1,9,38,1
44,White,0,2,47,0
29,White,1,3,37,0
18,Asian,1,5,10,0
39,White,0,4,41,0
52,White,0,10,27,0
31,Asian,1,8,42,0
19,White,0,0,56,0
39,White,1,4,12,0
49,White,0,10,22,1
45,White,1,0,4,0
33,Black,1,7,29,0
34,White,1,6,36,1
46,Other,0,4,45,1
34,Asian,0,5,57,0
64,White,1,3,14,0
61,White,0,8,12,0
34,Black,0,2,45,0
37,Black,1,1,20,0
39,White,0,6,45,1
60,White,0,1,23,0
27,Hispanic,1,5,22,0
45,White,1,10,34,1
53,White,0,7,21,0
46,Hispanic,0,2,51,0
51,Asian,0,2,9,0
34,White,1,2,10,0
63,Asian,0,0,49,0
60,White,0,8,10,0
51,Asian,0,4,52,0
45,Black,0,8,45,0
64,Hispanic,0,4,52,0
48,Other,0,6,57,0
33,Hispanic,1,0,30,0
64,Hispanic,1,8,33,0
43,Black,1,0,2,0
62,White,0,3,49,0
26,Black,0,6,32,0
60,Asian,1,10,45,0
48,Hispanic,1,8,17,0
32,White,1,0,28,0
21,Hispanic,1,10,45,1
19,Hispanic,1,5,17,1
35,Other,0,10,51,0
63,Hispanic,0,9,59,0
62,White,0,10,14,0
42,White,0,4,52,0
30,White,0,2,10,0
21,White,1,9,34,1
62,Black,1,1,14,0
29,Hispanic,0,0,17,0
26,Hispanic,1,1,37,0
54,Black,0,3,22,0
24,White,0,5,18,0
41,White,1,4,35,0
31,White,0,3,48,0
20,White,0,7,58,0
25,Black,0,6,51,0
65,White,1,3,18,0
18,White,1,9,52,1
28,White,0,4,30,0
58,Black,0,9,37,0
64,Black,1,4,40,0
45,Black,1,2,6,0
60,Black,1,8,15,0
21,Other,1,10,57,1
32,White,0,4,35,0
60,Black,0,9,26,1
34,Asian,0,1,41,0
57,Black,1,3,27,0
50,Hispanic,1,3,30,0
61,White,0,4,11,0
41,Black,1,7,52,1
20,White,0,4,24,0
44,Black,1,0,58,0
52,White,0,1,55,0
35,White,0,2,14,0
64,Black,0,2,23,0
36,Black,0,9,9,1
25,White,1,5,42,0
20,Asian,0,8,47,0
51,Black,0,9,18,0
21,White,0,0,53,0
41,Black,0,5,51,0
19,Asian,1,8,39,0
54,Black,0,3,19,0
54,White,0,9,5,0
65,White,1,2,53,0
50,Black,0,5,18,1
16,Hispanic,0,5,59,0
39,Asian,0,1,33,0
51,White,0,4,44,1
21,Black,1,0,38,0
56,Hispanic,1,8,13,0
61,White,1,8,49,0
59,Other,1,2,9,0
46,Hispanic,1,4,26,0
35,White,1,2,53,0
39,Hispanic,0,6,1,1
40,White,0,0,12,0
51,Hispanic,0,4,24,0
36,Black,0,5,1,0
45,Black,1,10,4,1
39,Black,0,6,7,1
59,Asian,0,2,52,0
57,White,1,6,28,0
45,Black,0,3,37,0
37,White,0,9,55,0
43,White,1,10,52,1
22,White,0,5,5,1
50,Black,0,4,39,0
43,White,1,3,32,0
29,White,0,5,49,0
25,White,0,2,31,0
31,White,0,2,44,0
31,Black,0,4,15,0
46,Other,0,10,3,0
57,White,1,4,49,0
40,Hispanic,0,8,46,0
28,Asian,0,3,47,0
21,Black,0,4,47,0
59,Black,1,8,15,0
24,Hispanic,1,3,51,0
60,White,1,2,43,0
51,Black,0,6,18,0
58,Asian,0,6,21,0
35,Black,0,7,10,1
33,Hispanic,0,3,21,0
58,White,0,3,26,0
36,Asian,1,8,41,0
19,Black,0,9,56,0
65,White,0,6,3,0
48,White,1,2,1,0
42,Black,1,8,21,0
22,Hispanic,1,4,11,0
21,Black,1,3,16,0
30,Hispanic,1,0,35,0
33,Black,0,8,21,0
47,White,0,5,41,0
26,White,0,10,11,0
35,White,0,1,31,0
39,White,0,6,49,0
30,White,1,2,1,0
63,Asian,0,5,41,0
22,Asian,0,7,32,1
36,White,1,2,3,0
57,White,1,4,60,0
41,White,0,5,32,0
59,Black,0,0,42,0
29,White,1,9,5,1
52,White,0,6,57,0
36,Hispanic,1,3,43,0
33,Hispanic,0,9,37,0
20,White,1,10,12,1
18,Black,1,6,14,0
38,White,1,6,44,0
41,Asian,0,10,51,0
52,Black,1,4,9,0
39,White,1,7,60,0
64,Asian,0,7,7,0
34,White,0,4,16,0
40,White,0,4,28,0
36,White,1,6,60,0
27,Black,1,5,7,0
56,White,1,3,14,0
48,White,0,1,32,0
65,White,0,7,8,0
19,White,1,2,27,0
57,Asian,0,1,53,0
22,White,0,9,50,0
37,White,1,6,59,0
48,Asian,1,9,57,0
32,Asian,0,5,3,0
39,Hispanic,1,7,27,0
49,Black,0,5,30,0
43,White,0,6,34,0
58,Asian,1,1,26,0
56,Asian,1,9,58,0
54,White,0,1,37,0
37,Hispanic,0,5,40,0
64,White,1,8,51,0
32,Other,0,2,22,0
49,Hispanic,0,10,32,0
21,Asian,0,9,41,1
61,Hispanic,0,7,2,0
21,Asian,0,4,47,1
49,White,1,5,8,0
16,Black,0,5,42,0
25,White,0,10,7,0
36,White,1,9,19,0
20,Asian,1,10,33,1
17,White,1,2,54,0
37,White,0,10,2,0
63,Black,0,10,3,0
17,Hispanic,1,4,28,0
25,White,1,0,14,0
49,White,1,1,15,0
31,White,1,9,21,1
63,Asian,1,2,14,0
54,White,0,3,59,1
37,Asian,1,8,40,1
27,White,0,0,18,0
39,White,0,2,54,0
62,Hispanic,1,2,49,0
55,White,1,5,39,0
53,Black,1,4,20,0
25,White,1,2,1,0
50,Black,1,3,9,0
64,Black,0,10,9,0
47,White,1,6,43,0
22,White,1,2,51,0
36,White,0,8,38,0
35,Asian,1,7,39,0
41,Asian,1,1,29,0
19,Black,1,4,15,0
61,Black,0,3,20,0
37,White,1,4,38,0
30,White,1,2,41,0
55,White,1,9,30,0
36,White,1,10,47,0
30,White,0,0,26,0
37,Black,1,7,54,0
43,Black,0,8,55,0
29,Hispanic,1,7,6,1
42,White,1,3,39,0
56,Black,1,1,17,0
55,Hispanic,0,3,6,0
43,Black,1,8,28,0
41,White,1,9,9,0
64,White,0,8,27,0
17,White,1,4,35,0
40,White,1,4,46,0
18,Asian,1,9,6,0
23,White,1,2,4,0
59,White,0,5,16,0
48,Asian,0,6,23,0
57,Asian,0,9,48,1
50,Black,1,8,23,0
21,Asian,1,6,29,0
54,White,1,2,41,0
38,White,1,6,4,0
40,White,0,0,40,0
65,Black,1,1,56,0
58,Hispanic,0,3,40,0
34,White,1,6,24,1
20,Black,1,8,6,1
26,White,0,4,40,0
27,Black,1,7,6,1
25,White,0,6,58,1
23,White,0,4,14,0
39,Hispanic,1,2,14,0
43,Black,0,2,50,0
56,Black,0,5,45,0
51,White,1,9,47,0
52,White,0,10,35,0
36,White,0,3,6,0
23,Hispanic,1,2,23,0
24,Other,0,3,20,0
62,Black,1,2,17,0
30,White,0,9,20,0
63,Hispanic,1,10,48,0
61,Black,1,10,6,0
55,Black,1,5,40,0
33,White,1,6,28,0
57,Asian,1,3,13,0
35,Black,0,2,29,0
21,Hispanic,1,2,45,1
27,Asian,1,10,20,0
17,White,0,2,58,0
22,Asian,1,8,17,1
31,Hispanic,0,10,53,0
18,White,0,10,55,1
60,White,1,2,54,0
18,White,0,2,35,1
42,Black,0,7,45,0
65,White,0,3,39,0
58,Black,1,6,52,1
55,White,0,2,37,0
53,Hispanic,1,7,43,0
48,White,1,2,23,0
43,White,0,4,18,0
16,Black,1,0,36,0
23,Black,0,4,20,0
52,White,0,5,54,0
47,White,1,6,60,0
63,White,1,1,59,0
58,Asian,1,1,7,0
52,Asian,0,8,36,0
19,Black,0,9,42,1
45,Asian,0,0,1,0
21,Asian,1,1,49,0
61,White,0,1,37,0
34,Other,0,9,49,0
47,Hispanic,0,6,35,0
24,White,0,5,41,0
27,White,1,8,3,0
26,White,0,10,35,1
61,White,1,6,29,0
31,Asian,0,2,9,0
16,Black,0,2,37,0
60,Asian,0,0,60,0
36,Asian,1,7,56,0
45,Black,1,0,42,0
28,Asian,1,10,47,0
49,White,0,1,25,0
19,White,0,10,12,0
43,Black,1,6,38,1
53,White,0,0,7,0
46,White,0,3,7,0
42,Hispanic,1,8,55,1
20,Asian,0,7,4,1
40,White,0,10,45,0
18,Asian,0,7,47,1
48,Asian,1,2,31,0
19,White,0,4,50,0
40,White,1,3,50,0
35,Hispanic,0,10,39,1
49,White,1,7,10,0
41,White,1,10,48,0
20,Black,1,6,23,0
50,Asian,1,6,26,0
43,White,0,9,23,0
44,White,1,9,29,0
24,White,0,6,8,1
53,Other,0,0,19,0
65,White,1,6,29,0
21,Black,0,3,43,0
34,Hispanic,0,2,53,0
59,White,0,4,6,0
26,Other,0,1,29,0
17,Hispanic,1,7,24,1
62,Hispanic,0,8,56,0
59,White,0,4,10,1
59,Black,0,2,51,0
24,Asian,0,9,60,0
36,Other,0,6,14,0
39,White,1,0,52,1
49,Asian,0,9,6,0
37,White,1,2,4,0
18,White,0,8,58,0
27,Black,1,1,52,0
43,Asian,0,10,15,1
45,Black,0,8,37,0
41,Black,1,10,48,0
63,Other,1,0,58,0
36,White,1,3,39,0
43,Black,0,9,28,0
41,White,1,5,2,0
48,White,1,6,13,0
36,Asian,1,2,2,0
50,Hispanic,0,8,60,1
49,Black,0,3,58,0
56,Asian,0,4,41,0
62,White,1,7,32,0
33,White,0,2,52,0
26,Black,0,7,5,1
38,White,0,10,3,0
63,White,0,0,2,0
37,Black,1,7,14,0
32,White,0,10,58,0
20,White,1,10,40,0
59,Black,1,9,52,0
26,Black,1,7,44,0
45,Hispanic,1,5,49,0
30,Black,1,4,29,0
42,Black,1,8,48,0
50,Hispanic,0,5,38,0
48,Asian,1,0,6,0
35,White,0,5,50,0
31,White,1,0,34,0
49,Asian,0,5,8,0
17,Black,1,2,59,0
50,Asian,0,5,55,0
55,Asian,0,5,46,0
43,Black,1,0,2,0
62,Other,1,8,26,0
54,Black,1,7,17,0
21,White,1,1,59,0
24,Hispanic,0,1,24,0
35,White,0,4,31,0
16,Asian,1,9,16,0
23,Other,1,1,58,0
38,Asian,0,10,50,0
18,Black,1,0,21,0
19,Black,0,1,38,0
40,White,1,4,26,0
62,White,1,10,17,0
53,Black,0,9,50,0
30,Asian,0,6,46,0
36,Asian,1,4,42,0
50,White,0,0,4,0
61,Black,1,6,50,0
29,Asian,0,5,43,0
51,Black,1,6,54,0
27,Black,1,1,48,0
32,Asian,1,4,4,0
54,Asian,0,7,59,1
24,Black,0,6,19,0
50,Hispanic,0,5,38,0
28,White,0,5,25,0
30,Other,1,0,8,0
33,White,0,0,18,0
48,White,0,6,51,1
21,Hispanic,0,2,18,0
42,White,1,5,48,0
38,Asian,0,4,58,0
42,Hispanic,0,2,7,0
49,Hispanic,1,5,57,0
61,Other,1,2,17,0
53,White,1,7,59,0
29,Asian,1,6,3,0
51,White,1,8,22,0
23,Black,1,4,15,0
50,Hispanic,1,0,31,0
34,White,0,10,36,0
45,Black,1,9,26,1
29,Black,1,10,48,1
35,Black,1,7,14,0
64,Other,1,1,58,0
40,White,1,5,17,0
55,Black,0,0,9,0
39,Hispanic,0,5,7,0
29,Black,0,3,46,0
41,White,0,4,27,0
53,Black,0,9,28,1
38,White,0,6,55,0
37,White,0,5,12,0
63,Hispanic,1,0,17,0
34,Black,1,8,9,1
61,Hispanic,1,5,44,0
18,Hispanic,1,5,44,0
57,Asian,1,8,8,0
34,White,1,9,27,1
24,Black,0,4,60,0
43,White,1,10,42,1
35,Hispanic,1,5,12,0
60,White,1,5,37,0
22,White,0,6,20,1
29,Black,0,8,1,1
24,White,0,4,9,0
34,White,1,4,47,0
62,Black,1,3,24,0
29,White,1,9,34,1
53,White,0,3,36,0
51,White,0,7,4,0
55,Asian,1,1,29,0
32,Black,0,9,23,1
45,Black,1,7,35,0
24,Black,0,1,16,0
48,White,0,0,8,0
40,Hispanic,0,9,27,0
29,White,1,8,39,1
26,Asian,0,10,58,1
50,Hispanic,1,7,12,0
56,Hispanic,1,5,44,0
29,White,1,3,4,0
45,White,0,1,47,0
56,Asian,0,7,25,0
19,White,0,2,6,0
19,Hispanic,1,9,3,0
43,Asian,0,3,39,0
23,Asian,0,4,54,0
17,White,1,3,24,1
56,Asian,1,10,21,0
61,Asian,1,7,6,0
37,Hispanic,0,8,33,1
56,White,0,0,8,0
31,White,1,1,33,0
44,White,0,3,48,0
64,White,1,0,3,0
63,Black,0,10,60,0
45,Hispanic,1,5,2,0
27,White,0,4,38,0
50,Hispanic,1,6,40,0
26,White,1,5,56,0
61,White,1,2,39,0
65,White,0,4,39,0
36,White,0,2,24,0
36,Hispanic,0,8,21,0
20,White,1,1,51,0
63,Black,1,5,18,0
35,Black,1,8,35,1
52,Hispanic,1,9,11,0
18,White,1,6,11,0
59,White,1,4,3,0
48,White,1,1,60,0
24,Black,1,1,23,0
24,White,1,3,1,0
19,Hispanic,0,9,23,0
50,Black,1,1,22,0
32,Black,0,7,59,1
49,Black,1,9,42,0
39,White,0,6,30,1
47,Black,1,6,2,0
16,Other,0,2,58,0
23,Hispanic,1,6,17,0
60,Hispanic,1,7,41,0
38,Hispanic,1,4,50,0
62,White,0,0,20,0
55,White,1,0,9,0
27,White,0,10,57,1
27,White,0,3,60,0
61,White,0,1,11,0
62,Black,0,6,17,0
30,Asian,0,2,14,0
56,Hispanic,1,3,18,0
34,Asian,0,8,18,0
41,Hispanic,0,1,44,0
44,White,0,7,50,1
37,White,0,0,8,0
55,Asian,1,2,29,0
36,White,1,3,8,0
53,White,1,5,26,1
35,White,0,0,28,0
44,White,0,7,8,0
19,Black,0,1,60,0
22,Black,1,4,20,0
43,Black,0,5,47,0
43,Asian,1,7,8,0
19,White,0,2,14,0
37,White,0,8,13,0
27,White,1,4,55,1
60,White,0,7,40,0
18,Asian,1,3,17,0
37,Asian,0,8,51,0
59,Asian,1,7,26,0
17,White,0,4,6,0
39,Black,0,2,17,0
49,Black,0,0,4,0
42,Black,0,4,25,0
56,Black,0,4,7,0
16,Black,1,3,17,0
